chromo	start	end	width	strand	name
13	523409	523416	8	+	Arr1
13	523511	523518	8	+	Arr1
13	523575	523582	8	-	Arr1
13	538662	538669	8	-	Arr1
13	671418	671425	8	-	Arr1
14	148054	148061	8	-	Arr1
14	198421	198428	8	-	Arr1
14	622606	622613	8	-	Arr1
14	623011	623018	8	-	Arr1
14	623252	623259	8	+	Arr1
14	629129	629136	8	+	Arr1
14	629393	629400	8	-	Arr1
14	629542	629549	8	-	Arr1
15	326274	326281	8	+	Arr1
15	326428	326435	8	+	Arr1
15	384556	384563	8	-	Arr1
15	384976	384983	8	+	Arr1
15	385010	385017	8	-	Arr1
15	385590	385597	8	-	Arr1
15	386397	386404	8	+	Arr1
16	485825	485832	8	+	Arr1
16	486195	486202	8	-	Arr1
16	745636	745643	8	-	Arr1
2	373237	373246	10	-	Ash1
4	563245	563254	10	+	Ash1
4	599830	599839	10	-	Ash1
4	599965	599974	10	+	Ash1
4	1362490	1362499	10	-	Ash1
4	1490296	1490305	10	+	Ash1
5	77606	77615	10	-	Ash1
5	77766	77775	10	-	Ash1
5	77800	77809	10	+	Ash1
5	298240	298249	10	-	Ash1
7	483881	483890	10	+	Ash1
7	484180	484189	10	+	Ash1
7	878420	878429	10	+	Ash1
7	987252	987261	10	-	Ash1
7	990261	990270	10	-	Ash1
9	130032	130041	10	-	Ash1
10	69147	69156	10	-	Ash1
10	119957	119966	10	-	Ash1
10	120160	120169	10	-	Ash1
11	93768	93777	10	+	Ash1
11	231127	231136	10	-	Ash1
11	355260	355269	10	+	Ash1
11	517066	517075	10	-	Ash1
11	518717	518726	10	-	Ash1
11	518809	518818	10	+	Ash1
11	518882	518891	10	+	Ash1
11	630253	630262	10	+	Ash1
12	728223	728232	10	-	Ash1
12	809163	809172	10	+	Ash1
13	511094	511103	10	+	Ash1
13	540791	540800	10	+	Ash1
13	880969	880978	10	+	Ash1
14	87521	87530	10	-	Ash1
14	87648	87657	10	-	Ash1
14	675903	675912	10	-	Ash1
14	675955	675964	10	+	Ash1
15	104062	104071	10	-	Ash1
15	313019	313028	10	+	Ash1
16	453854	453863	10	-	Ash1
16	586843	586852	10	+	Ash1
2	680654	680671	18	+	Azf1
4	541474	541491	18	+	Azf1
4	1345314	1345331	18	+	Azf1
9	249414	249431	18	-	Azf1
9	394651	394668	18	+	Azf1
10	228220	228237	18	+	Azf1
12	187480	187497	18	-	Azf1
14	716713	716730	18	-	Azf1
16	700356	700373	18	-	Azf1
1	34820	34826	7	+	Bas1
1	34874	34880	7	-	Bas1
1	57465	57471	7	+	Bas1
1	58541	58547	7	+	Bas1
1	58555	58561	7	-	Bas1
1	58571	58577	7	-	Bas1
2	266702	266708	7	-	Bas1
3	68570	68576	7	+	Bas1
3	68582	68588	7	+	Bas1
4	485500	485506	7	+	Bas1
4	1289013	1289019	7	+	Bas1
4	1289027	1289033	7	+	Bas1
5	342512	342518	7	-	Bas1
5	342617	342623	7	-	Bas1
7	56265	56271	7	-	Bas1
7	56298	56304	7	-	Bas1
7	152994	153000	7	+	Bas1
7	156391	156397	7	+	Bas1
7	616111	616117	7	+	Bas1
7	616225	616231	7	+	Bas1
7	616239	616245	7	+	Bas1
7	905726	905732	7	-	Bas1
10	91738	91744	7	+	Bas1
10	228625	228631	7	-	Bas1
11	18662	18668	7	-	Bas1
11	21571	21577	7	-	Bas1
11	21658	21664	7	-	Bas1
11	589756	589762	7	+	Bas1
11	589766	589772	7	+	Bas1
12	255143	255149	7	-	Bas1
12	259623	259629	7	+	Bas1
12	259656	259662	7	+	Bas1
12	259673	259679	7	+	Bas1
12	260971	260977	7	+	Bas1
12	844064	844070	7	+	Bas1
13	408642	408648	7	-	Bas1
13	408909	408915	7	-	Bas1
13	509450	509456	7	+	Bas1
13	509580	509586	7	+	Bas1
13	632338	632344	7	+	Bas1
13	634541	634547	7	-	Bas1
13	637208	637214	7	-	Bas1
13	637241	637247	7	+	Bas1
13	637248	637254	7	-	Bas1
13	637259	637265	7	+	Bas1
13	756731	756737	7	+	Bas1
13	867412	867418	7	-	Bas1
13	867441	867447	7	+	Bas1
13	867454	867460	7	+	Bas1
14	233956	233962	7	+	Bas1
14	234008	234014	7	+	Bas1
15	566339	566345	7	+	Bas1
15	566382	566388	7	+	Bas1
15	836832	836838	7	+	Bas1
15	837288	837294	7	-	Bas1
16	718702	718708	7	+	Bas1
16	719238	719244	7	+	Bas1
2	209273	209282	10	+	Cad1
3	75512	75521	10	-	Cad1
3	75556	75565	10	-	Cad1
4	1502506	1502515	10	+	Cad1
5	69314	69323	10	+	Cad1
7	959057	959066	10	-	Cad1
7	959499	959508	10	-	Cad1
8	123844	123853	10	+	Cad1
10	236728	236737	10	-	Cad1
11	247701	247710	10	-	Cad1
11	277623	277632	10	+	Cad1
11	277668	277677	10	-	Cad1
11	304534	304543	10	-	Cad1
11	304558	304567	10	-	Cad1
11	361564	361573	10	+	Cad1
11	533242	533251	10	-	Cad1
11	533559	533568	10	+	Cad1
11	575714	575723	10	-	Cad1
12	21930	21939	10	+	Cad1
13	37785	37794	10	-	Cad1
13	348421	348430	10	+	Cad1
15	96549	96558	10	-	Cad1
15	238486	238495	10	-	Cad1
15	656712	656721	10	+	Cad1
16	227574	227583	10	-	Cad1
16	444454	444463	10	-	Cad1
16	659054	659063	10	+	Cad1
1	45403	45410	8	+	Cbf1
1	45481	45488	8	+	Cbf1
1	99876	99883	8	-	Cbf1
1	119748	119755	8	-	Cbf1
1	130584	130591	8	-	Cbf1
2	269732	269739	8	-	Cbf1
2	315364	315371	8	-	Cbf1
2	337102	337109	8	-	Cbf1
2	407416	407423	8	+	Cbf1
2	533541	533548	8	+	Cbf1
2	718533	718540	8	-	Cbf1
2	727202	727209	8	-	Cbf1
3	61331	61338	8	-	Cbf1
3	264895	264902	8	-	Cbf1
3	279931	279938	8	-	Cbf1
4	326334	326341	8	-	Cbf1
4	345144	345151	8	-	Cbf1
4	363749	363756	8	+	Cbf1
4	417086	417093	8	-	Cbf1
4	439439	439446	8	-	Cbf1
4	542145	542152	8	-	Cbf1
4	562970	562977	8	+	Cbf1
4	740152	740159	8	-	Cbf1
4	794065	794072	8	-	Cbf1
4	842168	842175	8	-	Cbf1
4	1003859	1003866	8	-	Cbf1
4	1055998	1056005	8	+	Cbf1
4	1239199	1239206	8	-	Cbf1
4	1469124	1469131	8	-	Cbf1
4	1497861	1497868	8	+	Cbf1
5	69282	69289	8	-	Cbf1
5	70325	70332	8	-	Cbf1
5	107047	107054	8	-	Cbf1
5	153163	153170	8	+	Cbf1
5	237352	237359	8	-	Cbf1
5	242958	242965	8	-	Cbf1
5	280930	280937	8	-	Cbf1
5	302645	302652	8	-	Cbf1
5	342651	342658	8	-	Cbf1
5	342691	342698	8	+	Cbf1
5	349540	349547	8	-	Cbf1
5	359177	359184	8	-	Cbf1
5	386998	387005	8	-	Cbf1
5	394150	394157	8	+	Cbf1
5	409512	409519	8	-	Cbf1
5	545210	545217	8	+	Cbf1
6	74803	74810	8	-	Cbf1
6	90387	90394	8	-	Cbf1
6	103382	103389	8	-	Cbf1
6	103393	103400	8	-	Cbf1
6	213067	213074	8	-	Cbf1
6	248221	248228	8	-	Cbf1
7	27671	27678	8	-	Cbf1
7	98770	98777	8	-	Cbf1
7	397924	397931	8	-	Cbf1
7	591891	591898	8	+	Cbf1
7	609924	609931	8	-	Cbf1
7	751124	751131	8	-	Cbf1
7	798141	798148	8	-	Cbf1
7	902431	902438	8	-	Cbf1
7	905705	905712	8	+	Cbf1
7	942365	942372	8	-	Cbf1
7	951411	951418	8	-	Cbf1
7	958552	958559	8	+	Cbf1
8	98157	98164	8	+	Cbf1
8	107606	107613	8	-	Cbf1
8	175323	175330	8	+	Cbf1
8	190292	190299	8	-	Cbf1
8	272069	272076	8	-	Cbf1
8	272424	272431	8	-	Cbf1
8	283485	283492	8	-	Cbf1
8	302560	302567	8	-	Cbf1
8	336026	336033	8	+	Cbf1
8	375127	375134	8	-	Cbf1
8	375186	375193	8	-	Cbf1
8	375457	375464	8	-	Cbf1
9	117783	117790	8	-	Cbf1
9	117797	117804	8	-	Cbf1
9	139209	139216	8	-	Cbf1
9	199574	199581	8	-	Cbf1
9	222779	222786	8	+	Cbf1
9	292334	292341	8	-	Cbf1
9	370064	370071	8	-	Cbf1
9	384328	384335	8	-	Cbf1
10	37805	37812	8	-	Cbf1
10	79608	79615	8	-	Cbf1
10	104636	104643	8	-	Cbf1
10	106187	106194	8	+	Cbf1
10	136942	136949	8	-	Cbf1
10	160193	160200	8	+	Cbf1
10	160211	160218	8	+	Cbf1
10	178058	178065	8	-	Cbf1
10	192340	192347	8	+	Cbf1
10	195471	195478	8	-	Cbf1
10	217463	217470	8	-	Cbf1
10	236712	236719	8	-	Cbf1
10	455068	455075	8	-	Cbf1
10	455853	455860	8	-	Cbf1
10	455870	455877	8	-	Cbf1
10	548584	548591	8	+	Cbf1
10	609051	609058	8	-	Cbf1
10	683575	683582	8	+	Cbf1
10	683602	683609	8	-	Cbf1
10	684419	684426	8	-	Cbf1
10	703789	703796	8	-	Cbf1
11	80720	80727	8	-	Cbf1
11	182649	182656	8	-	Cbf1
11	407892	407899	8	-	Cbf1
11	407903	407910	8	-	Cbf1
11	428761	428768	8	-	Cbf1
11	428779	428786	8	+	Cbf1
11	570986	570993	8	+	Cbf1
11	578242	578249	8	-	Cbf1
12	130992	130999	8	-	Cbf1
12	131015	131022	8	-	Cbf1
12	289751	289758	8	-	Cbf1
12	323209	323216	8	-	Cbf1
12	323235	323242	8	-	Cbf1
12	937382	937389	8	-	Cbf1
13	26673	26680	8	-	Cbf1
13	30358	30365	8	-	Cbf1
13	30369	30376	8	-	Cbf1
13	236297	236304	8	-	Cbf1
13	653095	653102	8	-	Cbf1
13	654583	654590	8	+	Cbf1
13	659337	659344	8	-	Cbf1
13	701347	701354	8	-	Cbf1
13	869780	869787	8	-	Cbf1
13	892246	892253	8	-	Cbf1
14	89166	89173	8	+	Cbf1
14	107350	107357	8	-	Cbf1
14	116994	117001	8	-	Cbf1
14	158002	158009	8	+	Cbf1
14	214753	214760	8	-	Cbf1
14	233889	233896	8	-	Cbf1
14	234071	234078	8	+	Cbf1
14	427405	427412	8	-	Cbf1
14	447174	447181	8	-	Cbf1
14	507509	507516	8	-	Cbf1
14	559395	559402	8	+	Cbf1
14	559456	559463	8	-	Cbf1
14	559476	559483	8	-	Cbf1
14	628760	628767	8	-	Cbf1
14	651908	651915	8	-	Cbf1
14	719187	719194	8	+	Cbf1
15	69305	69312	8	+	Cbf1
15	128825	128832	8	-	Cbf1
15	207306	207313	8	+	Cbf1
15	304765	304772	8	+	Cbf1
15	430117	430124	8	+	Cbf1
15	430156	430163	8	+	Cbf1
15	446888	446895	8	+	Cbf1
15	511383	511390	8	-	Cbf1
15	511470	511477	8	+	Cbf1
15	642592	642599	8	-	Cbf1
15	830894	830901	8	+	Cbf1
15	878182	878189	8	-	Cbf1
15	931354	931361	8	-	Cbf1
15	931367	931374	8	+	Cbf1
15	1044405	1044412	8	-	Cbf1
16	69383	69390	8	+	Cbf1
16	75080	75087	8	-	Cbf1
16	75483	75490	8	+	Cbf1
16	103024	103031	8	-	Cbf1
16	163765	163772	8	-	Cbf1
16	517322	517329	8	+	Cbf1
16	731966	731973	8	-	Cbf1
3	17011	17019	9	+	Cha4
4	216016	216024	9	-	Cha4
4	1084712	1084720	9	+	Cha4
5	246513	246521	9	-	Cha4
7	182288	182296	9	-	Cha4
9	180285	180293	9	+	Cha4
10	41347	41355	9	-	Cha4
10	672812	672820	9	-	Cha4
11	176672	176680	9	-	Cha4
11	428260	428268	9	-	Cha4
13	429796	429804	9	+	Cha4
14	613494	613502	9	+	Cha4
15	517002	517010	9	+	Cha4
16	821753	821761	9	-	Cha4
16	822236	822244	9	+	Cha4
1	73398	73406	9	-	Cin5
1	73960	73968	9	-	Cin5
2	254442	254450	9	-	Cin5
2	341151	341159	9	+	Cin5
2	341861	341869	9	-	Cin5
2	342644	342652	9	-	Cin5
2	342774	342782	9	-	Cin5
2	373710	373718	9	-	Cin5
2	379200	379208	9	-	Cin5
2	381174	381182	9	+	Cin5
2	454757	454765	9	-	Cin5
2	595260	595268	9	+	Cin5
2	595311	595319	9	-	Cin5
2	596087	596095	9	+	Cin5
2	624855	624863	9	-	Cin5
2	625528	625536	9	-	Cin5
3	77966	77974	9	-	Cin5
3	157328	157336	9	+	Cin5
3	158321	158329	9	-	Cin5
3	158341	158349	9	-	Cin5
4	155933	155941	9	+	Cin5
4	156243	156251	9	+	Cin5
4	446724	446732	9	-	Cin5
4	507161	507169	9	-	Cin5
4	509717	509725	9	-	Cin5
4	602068	602076	9	-	Cin5
4	795902	795910	9	-	Cin5
4	911414	911422	9	-	Cin5
4	911520	911528	9	+	Cin5
4	911714	911722	9	-	Cin5
4	1062923	1062931	9	+	Cin5
4	1149565	1149573	9	-	Cin5
4	1345356	1345364	9	-	Cin5
4	1469049	1469057	9	+	Cin5
5	56276	56284	9	-	Cin5
5	56288	56296	9	+	Cin5
5	56391	56399	9	-	Cin5
5	56430	56438	9	+	Cin5
5	69595	69603	9	+	Cin5
5	144011	144019	9	-	Cin5
5	212292	212300	9	-	Cin5
5	212465	212473	9	+	Cin5
5	241697	241705	9	-	Cin5
5	241719	241727	9	-	Cin5
5	367762	367770	9	+	Cin5
6	131169	131177	9	-	Cin5
6	131441	131449	9	-	Cin5
6	181489	181497	9	+	Cin5
7	23607	23615	9	+	Cin5
7	94925	94933	9	+	Cin5
7	419355	419363	9	+	Cin5
7	419364	419372	9	-	Cin5
7	483812	483820	9	-	Cin5
7	507998	508006	9	-	Cin5
7	511108	511116	9	-	Cin5
7	703186	703194	9	-	Cin5
7	733190	733198	9	-	Cin5
7	766629	766637	9	+	Cin5
7	781724	781732	9	-	Cin5
7	842767	842775	9	-	Cin5
7	884448	884456	9	+	Cin5
7	958410	958418	9	-	Cin5
7	968964	968972	9	-	Cin5
7	977855	977863	9	-	Cin5
7	977871	977879	9	-	Cin5
7	986803	986811	9	-	Cin5
7	986943	986951	9	+	Cin5
7	994141	994149	9	-	Cin5
8	35163	35171	9	+	Cin5
8	206191	206199	9	-	Cin5
8	462006	462014	9	-	Cin5
8	481957	481965	9	-	Cin5
9	129853	129861	9	-	Cin5
9	138499	138507	9	+	Cin5
9	138540	138548	9	+	Cin5
9	139034	139042	9	-	Cin5
9	149043	149051	9	-	Cin5
9	160285	160293	9	-	Cin5
9	160614	160622	9	-	Cin5
9	241267	241275	9	+	Cin5
9	270648	270656	9	-	Cin5
9	270965	270973	9	-	Cin5
9	271002	271010	9	-	Cin5
9	388393	388401	9	-	Cin5
9	389447	389455	9	-	Cin5
9	429545	429553	9	+	Cin5
10	228142	228150	9	-	Cin5
10	228333	228341	9	-	Cin5
10	228441	228449	9	-	Cin5
10	459523	459531	9	-	Cin5
10	550281	550289	9	+	Cin5
10	605971	605979	9	-	Cin5
10	606480	606488	9	-	Cin5
10	620459	620467	9	-	Cin5
10	672699	672707	9	-	Cin5
10	703577	703585	9	-	Cin5
11	99780	99788	9	+	Cin5
11	99995	100003	9	-	Cin5
11	127323	127331	9	+	Cin5
11	230013	230021	9	-	Cin5
11	230894	230902	9	-	Cin5
11	235625	235633	9	-	Cin5
11	277795	277803	9	+	Cin5
11	298946	298954	9	+	Cin5
11	355724	355732	9	+	Cin5
11	355850	355858	9	-	Cin5
11	389644	389652	9	+	Cin5
11	513896	513904	9	-	Cin5
11	644949	644957	9	+	Cin5
12	35338	35346	9	-	Cin5
12	154026	154034	9	+	Cin5
12	234574	234582	9	-	Cin5
12	253666	253674	9	-	Cin5
12	512949	512957	9	-	Cin5
12	737936	737944	9	+	Cin5
12	783489	783497	9	-	Cin5
12	784604	784612	9	-	Cin5
12	791941	791949	9	+	Cin5
12	792647	792655	9	-	Cin5
12	794714	794722	9	+	Cin5
12	823104	823112	9	+	Cin5
12	857416	857424	9	+	Cin5
12	950060	950068	9	-	Cin5
12	950123	950131	9	-	Cin5
13	20708	20716	9	-	Cin5
13	23951	23959	9	+	Cin5
13	37839	37847	9	+	Cin5
13	38019	38027	9	+	Cin5
13	305614	305622	9	+	Cin5
13	306242	306250	9	-	Cin5
13	431332	431340	9	-	Cin5
13	433659	433667	9	+	Cin5
13	433789	433797	9	-	Cin5
13	434557	434565	9	+	Cin5
13	449107	449115	9	-	Cin5
13	589765	589773	9	+	Cin5
13	608549	608557	9	-	Cin5
13	616012	616020	9	-	Cin5
13	616292	616300	9	-	Cin5
13	759427	759435	9	-	Cin5
13	802757	802765	9	-	Cin5
13	915125	915133	9	-	Cin5
14	45268	45276	9	-	Cin5
14	240149	240157	9	+	Cin5
14	301820	301828	9	+	Cin5
14	302245	302253	9	-	Cin5
14	303563	303571	9	-	Cin5
14	462072	462080	9	-	Cin5
14	462238	462246	9	-	Cin5
14	500329	500337	9	-	Cin5
14	624921	624929	9	-	Cin5
15	40528	40536	9	+	Cin5
15	43468	43476	9	-	Cin5
15	99537	99545	9	-	Cin5
15	109988	109996	9	-	Cin5
15	216216	216224	9	-	Cin5
15	217062	217070	9	+	Cin5
15	232174	232182	9	-	Cin5
15	232410	232418	9	+	Cin5
15	349126	349134	9	-	Cin5
15	383074	383082	9	-	Cin5
15	383093	383101	9	-	Cin5
15	383111	383119	9	-	Cin5
15	383352	383360	9	-	Cin5
15	384516	384524	9	-	Cin5
15	667397	667405	9	-	Cin5
15	670572	670580	9	+	Cin5
15	670672	670680	9	-	Cin5
15	671249	671257	9	-	Cin5
15	671780	671788	9	+	Cin5
15	770433	770441	9	-	Cin5
15	899978	899986	9	-	Cin5
15	1054183	1054191	9	-	Cin5
15	1055459	1055467	9	-	Cin5
16	239271	239279	9	+	Cin5
16	246663	246671	9	+	Cin5
16	431879	431887	9	-	Cin5
16	566882	566890	9	-	Cin5
16	586291	586299	9	+	Cin5
16	586562	586570	9	+	Cin5
16	586735	586743	9	-	Cin5
16	591215	591223	9	-	Cin5
16	592233	592241	9	+	Cin5
16	608411	608419	9	-	Cin5
16	679418	679426	9	+	Cin5
16	781981	781989	9	-	Cin5
16	789819	789827	9	+	Cin5
16	789929	789937	9	-	Cin5
16	828159	828167	9	-	Cin5
16	829216	829224	9	+	Cin5
2	186486	186492	7	-	Cst6
2	266331	266337	7	-	Cst6
2	266447	266453	7	-	Cst6
2	266597	266603	7	+	Cst6
2	266640	266646	7	-	Cst6
2	458552	458558	7	+	Cst6
2	572005	572011	7	+	Cst6
2	572017	572023	7	-	Cst6
2	572029	572035	7	+	Cst6
2	679323	679329	7	+	Cst6
3	18601	18607	7	+	Cst6
4	323010	323016	7	-	Cst6
4	323038	323044	7	-	Cst6
4	323356	323362	7	+	Cst6
4	450062	450068	7	-	Cst6
4	501417	501423	7	+	Cst6
4	501534	501540	7	+	Cst6
4	501739	501745	7	-	Cst6
4	548340	548346	7	+	Cst6
4	548581	548587	7	+	Cst6
4	548742	548748	7	+	Cst6
4	583577	583583	7	-	Cst6
4	639829	639835	7	+	Cst6
4	639841	639847	7	+	Cst6
4	830473	830479	7	+	Cst6
4	830592	830598	7	+	Cst6
4	1120472	1120478	7	-	Cst6
4	1222293	1222299	7	+	Cst6
4	1259754	1259760	7	+	Cst6
4	1259765	1259771	7	+	Cst6
4	1517782	1517788	7	-	Cst6
4	1518217	1518223	7	+	Cst6
4	1518811	1518817	7	-	Cst6
4	1518845	1518851	7	+	Cst6
4	1518895	1518901	7	-	Cst6
4	1518945	1518951	7	-	Cst6
4	1519030	1519036	7	+	Cst6
4	1519431	1519437	7	+	Cst6
4	1519454	1519460	7	-	Cst6
4	1519467	1519473	7	-	Cst6
5	61391	61397	7	+	Cst6
5	61549	61555	7	-	Cst6
5	62646	62652	7	-	Cst6
6	134426	134432	7	-	Cst6
6	159166	159172	7	+	Cst6
6	159209	159215	7	+	Cst6
7	318395	318401	7	-	Cst6
7	318808	318814	7	+	Cst6
7	794502	794508	7	-	Cst6
8	25690	25696	7	-	Cst6
8	147217	147223	7	-	Cst6
8	287110	287116	7	+	Cst6
8	445432	445438	7	-	Cst6
8	445470	445476	7	+	Cst6
9	97121	97127	7	-	Cst6
9	97189	97195	7	-	Cst6
10	415329	415335	7	+	Cst6
10	416532	416538	7	-	Cst6
11	11543	11549	7	+	Cst6
11	11813	11819	7	-	Cst6
11	11824	11830	7	-	Cst6
11	11964	11970	7	-	Cst6
11	112614	112620	7	-	Cst6
11	112640	112646	7	-	Cst6
11	112832	112838	7	+	Cst6
11	290733	290739	7	-	Cst6
11	290930	290936	7	-	Cst6
12	185126	185132	7	+	Cst6
12	382276	382282	7	-	Cst6
13	784413	784419	7	-	Cst6
13	784455	784461	7	+	Cst6
13	838094	838100	7	+	Cst6
14	417750	417756	7	+	Cst6
14	627417	627423	7	-	Cst6
14	627435	627441	7	-	Cst6
15	779997	780003	7	-	Cst6
15	780283	780289	7	-	Cst6
15	780468	780474	7	-	Cst6
15	780579	780585	7	+	Cst6
15	780687	780693	7	+	Cst6
16	704019	704025	7	-	Cst6
1	101405	101409	5	+	Dal80
2	125031	125035	5	-	Dal80
2	186820	186824	5	+	Dal80
2	572184	572188	5	+	Dal80
2	632185	632189	5	+	Dal80
4	30535	30539	5	+	Dal80
4	30581	30585	5	-	Dal80
4	30616	30620	5	-	Dal80
4	30631	30635	5	-	Dal80
4	270063	270067	5	-	Dal80
4	296410	296414	5	+	Dal80
4	366271	366275	5	-	Dal80
4	366304	366308	5	-	Dal80
4	541381	541385	5	+	Dal80
4	541462	541466	5	+	Dal80
4	704465	704469	5	-	Dal80
4	1016324	1016328	5	-	Dal80
4	1406275	1406279	5	-	Dal80
5	176382	176386	5	-	Dal80
5	328207	328211	5	+	Dal80
5	328374	328378	5	+	Dal80
6	134351	134355	5	+	Dal80
7	636977	636981	5	+	Dal80
8	286963	286967	5	-	Dal80
8	286972	286976	5	+	Dal80
8	412446	412450	5	+	Dal80
10	416553	416557	5	+	Dal80
10	519225	519229	5	-	Dal80
10	535778	535782	5	+	Dal80
10	542864	542868	5	-	Dal80
10	543495	543499	5	+	Dal80
10	543576	543580	5	-	Dal80
10	543589	543593	5	-	Dal80
10	543747	543751	5	+	Dal80
10	554945	554949	5	+	Dal80
11	8083	8087	5	+	Dal80
11	8407	8411	5	-	Dal80
11	8838	8842	5	+	Dal80
11	8956	8960	5	-	Dal80
11	12127	12131	5	+	Dal80
11	12249	12253	5	-	Dal80
11	346691	346695	5	+	Dal80
11	346814	346818	5	+	Dal80
12	127508	127512	5	-	Dal80
12	293657	293661	5	+	Dal80
12	293677	293681	5	+	Dal80
12	294026	294030	5	-	Dal80
12	853852	853856	5	+	Dal80
13	206293	206297	5	-	Dal80
13	291104	291108	5	+	Dal80
13	782070	782074	5	-	Dal80
13	782190	782194	5	-	Dal80
13	782601	782605	5	+	Dal80
14	285942	285946	5	+	Dal80
14	286284	286288	5	+	Dal80
14	730368	730372	5	-	Dal80
14	730543	730547	5	+	Dal80
14	730668	730672	5	+	Dal80
14	730940	730944	5	-	Dal80
15	249657	249661	5	-	Dal80
15	277725	277729	5	-	Dal80
15	384517	384521	5	+	Dal80
15	385278	385282	5	-	Dal80
15	386331	386335	5	-	Dal80
15	386523	386527	5	-	Dal80
15	386693	386697	5	-	Dal80
15	502639	502643	5	-	Dal80
16	778103	778107	5	+	Dal80
16	778518	778522	5	-	Dal80
16	778542	778546	5	-	Dal80
7	524846	524864	19	-	Dal81
1	34866	34874	9	+	Dal82
2	332599	332607	9	-	Dal82
2	423496	423504	9	-	Dal82
2	423674	423682	9	+	Dal82
2	533538	533546	9	-	Dal82
4	30569	30577	9	-	Dal82
4	156098	156106	9	-	Dal82
4	156164	156172	9	-	Dal82
4	270032	270040	9	+	Dal82
4	507196	507204	9	-	Dal82
4	507496	507504	9	-	Dal82
4	507928	507936	9	-	Dal82
4	541582	541590	9	-	Dal82
4	583577	583585	9	+	Dal82
4	626360	626368	9	-	Dal82
4	746360	746368	9	-	Dal82
4	1075212	1075220	9	+	Dal82
4	1480202	1480210	9	+	Dal82
4	1490428	1490436	9	+	Dal82
5	69674	69682	9	-	Dal82
5	69695	69703	9	-	Dal82
5	242372	242380	9	-	Dal82
5	242962	242970	9	+	Dal82
5	431256	431264	9	-	Dal82
5	431328	431336	9	-	Dal82
5	431902	431910	9	-	Dal82
5	502986	502994	9	+	Dal82
5	563165	563173	9	-	Dal82
5	563318	563326	9	+	Dal82
5	563857	563865	9	-	Dal82
5	565052	565060	9	+	Dal82
6	137308	137316	9	-	Dal82
7	289381	289389	9	-	Dal82
7	289457	289465	9	-	Dal82
7	637015	637023	9	+	Dal82
7	830335	830343	9	+	Dal82
7	830413	830421	9	-	Dal82
8	236869	236877	9	-	Dal82
8	412511	412519	9	+	Dal82
9	278333	278341	9	-	Dal82
9	338755	338763	9	-	Dal82
9	338975	338983	9	+	Dal82
9	403573	403581	9	-	Dal82
9	406139	406147	9	-	Dal82
9	407841	407849	9	+	Dal82
9	408040	408048	9	-	Dal82
9	408051	408059	9	+	Dal82
9	408089	408097	9	-	Dal82
9	408229	408237	9	-	Dal82
9	410555	410563	9	-	Dal82
9	410687	410695	9	+	Dal82
9	412948	412956	9	-	Dal82
9	414895	414903	9	+	Dal82
9	414930	414938	9	+	Dal82
10	59415	59423	9	+	Dal82
10	228157	228165	9	-	Dal82
10	228760	228768	9	-	Dal82
10	391669	391677	9	+	Dal82
10	432300	432308	9	-	Dal82
10	542744	542752	9	+	Dal82
10	554905	554913	9	-	Dal82
10	719290	719298	9	+	Dal82
11	135954	135962	9	+	Dal82
11	136193	136201	9	+	Dal82
11	136230	136238	9	+	Dal82
11	209883	209891	9	+	Dal82
11	258577	258585	9	+	Dal82
11	652475	652483	9	+	Dal82
12	410426	410434	9	-	Dal82
12	410487	410495	9	-	Dal82
12	410513	410521	9	+	Dal82
12	722724	722732	9	+	Dal82
12	723581	723589	9	-	Dal82
12	993060	993068	9	+	Dal82
12	993406	993414	9	-	Dal82
12	1012197	1012205	9	-	Dal82
12	1012254	1012262	9	-	Dal82
12	1013834	1013842	9	+	Dal82
12	1013864	1013872	9	-	Dal82
12	1014318	1014326	9	-	Dal82
13	268860	268868	9	+	Dal82
13	774213	774221	9	+	Dal82
13	774410	774418	9	+	Dal82
13	782091	782099	9	-	Dal82
13	782122	782130	9	-	Dal82
13	795664	795672	9	+	Dal82
13	795782	795790	9	+	Dal82
13	811022	811030	9	+	Dal82
14	110597	110605	9	+	Dal82
14	110616	110624	9	-	Dal82
14	110896	110904	9	-	Dal82
14	622946	622954	9	+	Dal82
15	39238	39246	9	+	Dal82
15	40377	40385	9	-	Dal82
15	40518	40526	9	+	Dal82
15	58665	58673	9	-	Dal82
15	602506	602514	9	+	Dal82
15	1015022	1015030	9	-	Dal82
15	1015138	1015146	9	-	Dal82
15	1043077	1043085	9	-	Dal82
15	1044602	1044610	9	+	Dal82
15	1045036	1045044	9	-	Dal82
16	207880	207888	9	+	Dal82
16	320861	320869	9	-	Dal82
16	369642	369650	9	-	Dal82
16	420678	420686	9	-	Dal82
16	451028	451036	9	-	Dal82
16	453784	453792	9	+	Dal82
16	534844	534852	9	+	Dal82
16	572664	572672	9	+	Dal82
16	775218	775226	9	-	Dal82
16	775565	775573	9	+	Dal82
16	775584	775592	9	+	Dal82
16	792283	792291	9	+	Dal82
16	792388	792396	9	+	Dal82
16	821994	822002	9	-	Dal82
1	159849	159854	6	+	Dig1
1	166660	166665	6	+	Dig1
1	169085	169090	6	-	Dig1
2	107604	107609	6	-	Dig1
2	177653	177658	6	+	Dig1
2	192193	192198	6	+	Dig1
2	192298	192303	6	-	Dig1
2	192357	192362	6	-	Dig1
2	227476	227481	6	-	Dig1
2	258280	258285	6	-	Dig1
2	258322	258327	6	+	Dig1
